_address,_time,_date,_type,_body,_read,_service_center,Label
TX-FGMUOP,"Feb 04, 2025 18:52:58",1.7387E+12,1,Limited time offer! Get 41% off on all items. Visit www.offer390.com,0,9.17121E+11,spam
VA-UNIONB,"Apr 4, 2025 18:44:47",1.74377E+12,1,A/c *1739 Credited for Rs:2500.00 on 04-04-2025 18:44:36 by Mob Bk ref no 010115637249 Avl Bal Rs:2540.64.Never Share OTP/PIN/CVV-Union Bank of India,0,9.17012E+11,bank
TX-ZTQWSM,"Dec 11, 2023 11:33:27",1.70229E+12,1,Win a smartphone! Register at www.offer134.com now,0,9.11724E+11,spam
JX-UNIONB-S,"Aug 5, 2025 18:42:00",1.7544E+12,1,"A/c *1739 Debited for Rs:20.00 on 05-08-2025 18:41:01 by Mob Bk ref no 558300053583 Avl Bal Rs:789.34.If not you, Call 1800222243 -Union Bank of India",0,9.17019E+11,bank
JA-JioPay-S,"Jun 12, 2025 22:05:07",1.74975E+12,1,"DAILY DATA USAGE ALERT! 50% of daily data used as on 12-Jun-25 22:05 ! Jio Number : 9391787607  Daily Data quota as per plan : 1.50 GB  For data saving tips, watch this video : http://tiny.jio.com/Savingtips To track your data balance and usage, click http://tiny.jio.com/mobile",1,9.19014E+11,spam
TX-VLJHVB,"May 12, 2023 14:17:24",1.6839E+12,1,Your courier with tracking ID TRK663864 will be delivered today.,0,9.16497E+11,other
TX-LOTRRM,"Oct 01, 2023 14:53:16",1.69617E+12,1,A/c *5837 has insufficient funds for transaction of Rs.4011.,0,9.13989E+11,bank
TX-BFLILM,"May 26, 2023 06:10:38",1.68508E+12,1,Can you call me back when you’re free?,0,9.14419E+11,personal
TX-IZNLMR,"Dec 08, 2024 18:48:39",1.73368E+12,1,Your loan of Rs.447 is pre-approved. Call +919437595178 today.,0,9.10815E+11,spam
AX-UNIONB-S,"Jun 22, 2025 19:21:44",1.7506E+12,1,"Dear customer,lien of Rs.29.5 due to Charges has been removed from your account **01739on 22-06-2025 19:21:35.7726.Union Bank of India",0,9.17012E+11,spam
AA-650001,"Apr 13, 2025 10:19:59",1.74452E+12,1,"Your Airtel pack on 6302XXX493 is about to expire!  Recharge now with Rs249 to stay connected. Get unlimited calls, 1GB data/day & 100 SMS/day, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",0,9.19891E+11,spam
AA-650001-P,"Jun 5, 2025 11:00:01",1.7491E+12,1,"REMINDER: Airtel unlimited pack has expired on 6302XXX493 . Recharge now with Rs249 to get unlimited calls, 1GB data/day & 100 SMS/day, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",1,9.19831E+11,spam
TX-JXTYNA,"Jun 06, 2025 13:31:10",1.74922E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.19953E+11,personal
TX-XQRCUT,"Apr 06, 2024 20:42:40",1.71244E+12,1,Your courier with tracking ID TRK320814 will be delivered today.,0,9.15274E+11,other
TX-LSTRHN,"Aug 15, 2024 09:35:29",1.72371E+12,1,Free recharge of Rs.2483. Click www.offer758.com to claim instantly,0,9.10704E+11,spam
JK-UNIONB-S,"Jul 26, 2025 20:48:33",1.75354E+12,1,"A/c *1739 Debited for Rs:72.00 on 26-07-2025 20:48:22 by Mob Bk ref no 520715567565 Avl Bal Rs:447.14.If not you, Call 1800222243 -Union Bank of India",1,9.17003E+11,bank
JX-620016-P,"May 24, 2025 15:29:20",1.74808E+12,1,"Recharge now Jio no 9391787607 with Rs.349 plan with Jio Unlimited Offer of Free JioHotstar Mobile/TV subscription for 90 Days to enjoy Live Cricket. Plan 349 benefits: Unlimited 5G data + 2 GB/day 4G data, Unlimited Voice for 28 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",1,9.17019E+11,spam
CP-MBUNIV,"May 5, 2025 08:58:18",1.74642E+12,1,"Dear Parents & Students,To ensure the safety and well-being of our students, MBU directs the students to stay exclusively in university/approved hostels. Staying in private or unauthorized hostels is strictly prohibited. For more details, please read the full letter at: (Camu Notice Board).",0,9.17012E+11,personal
AA-650001-P,"Jul 25, 2025 14:45:55",1.75343E+12,1,"Your Airtel pack on 6302XXX493 is about to expire!  Recharge now with Rs249 to stay connected. Get unlimited calls, 1GB data/day & 100 SMS/day, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",1,9.19831E+11,spam
TX-VURONX,"Jan 16, 2025 21:54:15",1.73706E+12,1,"Dear Customer, your FD of Rs.232 matures on 10-09-2025.",0,9.17158E+11,bank
TX-OWEDUF,"Jan 29, 2024 20:11:13",1.70656E+12,1,Your courier with tracking ID TRK266473 will be delivered today.,0,9.18073E+11,other
AA-AIRTEL-S,"Jul 25, 2025 11:56:25",1.75342E+12,1,"Your Airtel pack ends TOMORROW. If not recharged, outgoing services will stop. Recharge without losing your current validity i.airtel.in/FDPNew Ignore if done",0,9.19831E+11,spam
TX-YPTVRI,"Aug 16, 2024 14:50:58",1.72382E+12,1,A/c *5951 Credited with Rs.4010 on 05-10-2025. Avl Bal: Rs.25618.,0,9.11844E+11,bank
TX-ONVGLI,"Oct 20, 2024 17:49:47",1.72945E+12,1,Reminder: Your bill of Rs.1604 is due on 27-09-2025.,0,9.11981E+11,other
TX-HTJARB,"Apr 12, 2023 08:12:26",1.68129E+12,1,Your OTP for transaction at Amazon is 943003. Valid for 5 mins.,0,9.17222E+11,bank
TX-MJECLD,"Jul 06, 2025 13:50:17",1.75181E+12,1,A/c *5082 has insufficient funds for transaction of Rs.4878.,0,9.17791E+11,bank
TX-GRCOBA,"Mar 25, 2023 06:29:50",1.67973E+12,1,Win a smartphone! Register at www.offer136.com now,0,9.1293E+11,spam
TX-DBAKBX,"Aug 25, 2025 17:16:06",1.75614E+12,1,Your OTP for transaction at Flipkart is 922059. Valid for 5 mins.,0,9.15455E+11,bank
TX-SZGBEO,"Feb 17, 2024 12:21:59",1.70817E+12,1,"Hey, are we still meeting at 5am tomorrow?",0,9.19061E+11,personal
TX-OPSDII,"Jul 20, 2023 06:58:32",1.68984E+12,1,Congratulations! You have won a lottery of Rs.1365. Claim now at www.offer996.com,0,9.164E+11,spam
TX-HUCWIB,"Jun 26, 2023 17:58:00",1.6878E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.19056E+11,personal
TX-MYXORJ,"Apr 17, 2024 19:48:45",1.71338E+12,1,Recharge successful for Rs.554. Validity: 41 days.,0,9.1732E+11,other
JA-JioPay,"May 5, 2025 23:35:03",1.74647E+12,1,"DAILY DATA USAGE ALERT! 50% of daily data used as on 05-May-25 23:17 ! Jio Number : 9391787607  Daily Data quota as per plan : 1.50 GB  For data saving tips, watch this video : http://tiny.jio.com/Savingtips",0,9.17012E+11,spam
TX-CRMETH,"Jul 21, 2025 11:17:03",1.7531E+12,1,Limited time offer! Get 32% off on all items. Visit www.offer267.com,0,9.17537E+11,spam
TX-LXPXMB,"Jul 21, 2023 16:31:09",1.68996E+12,1,Congratulations! You have won a lottery of Rs.3037. Claim now at www.offer936.com,0,9.14777E+11,spam
CP-MSNEXA,"Apr 1, 2025 17:58:44",1.74351E+12,1,5473 is your OTP to submit your query to NEXA. Do not share this OTP with anyone for security reasons. Thank you! Maruti Suzuki India Limited,0,9.11726E+11,other
TX-SEXPKK,"Dec 27, 2023 02:25:17",1.70364E+12,1,Your order #39830 has been shipped. Track here: www.offer591.com,0,9.11233E+11,other
TX-YLFEQN,"May 03, 2023 23:18:48",1.68316E+12,1,Your loan of Rs.1483 is pre-approved. Call +917324016228 today.,0,9.17692E+11,spam
TX-WFYOOI,"May 12, 2025 15:11:19",1.74706E+12,1,Congratulations! You have won a lottery of Rs.3989. Claim now at www.offer966.com,0,9.16475E+11,spam
TX-FZDWSO,"Nov 25, 2024 03:55:37",1.73251E+12,1,A/c *6144 Credited with Rs.4705 on 14-09-2025. Avl Bal: Rs.44190.,0,9.14983E+11,bank
TX-JKXGXW,"Aug 05, 2025 06:35:57",1.75438E+12,1,Your order #55775 has been shipped. Track here: www.offer588.com,0,9.1151E+11,other
TX-NHUPIY,"Jun 15, 2025 14:23:11",1.75E+12,1,Limited time offer! Get 16% off on all items. Visit www.offer356.com,0,9.17186E+11,spam
AX-TNCRMA-P,"Aug 7, 2025 17:23:47",1.75457E+12,1,"Hi , Croma Independence Sale is Live! Enjoy Flat Rs 1500 off on TVs. Code CST15HIQUD. Visit Croma store now http://m.tneu.in/TNCRMA/oz6DZYj T&C",0,9.19845E+11,spam
TX-ZOJVWQ,"Mar 25, 2023 04:45:49",1.67972E+12,1,A/c *2277 Debited for Rs.2182 on 11-09-2025. Avl Bal: Rs.41305.,0,9.11935E+11,bank
TX-LCZUGY,"Jan 12, 2023 20:18:41",1.67355E+12,1,Free recharge of Rs.2538. Click www.offer865.com to claim instantly,0,9.19694E+11,spam
JA-JioPay-S,"Jun 29, 2025 09:34:37",1.75117E+12,1,"ATTENTION! 90% of daily data used as on 29-Jun-25 09:34 ! Jio Number : 9391787607 Daily quota as per plan :1.50 GB If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/dl/data_pack For data saving tips, watch this video : https://www.youtube.com/watch?v=ZFUDydctV78",0,9.19014E+11,spam
TX-NBVFUT,"Apr 21, 2023 22:01:21",1.68211E+12,1,Your order #44929 has been shipped. Track here: www.offer844.com,0,9.19226E+11,other
TX-KCNAVQ,"Dec 19, 2024 17:30:55",1.73463E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.1313E+11,personal
TX-BJCMTJ,"Aug 03, 2025 21:16:54",1.75426E+12,1,"Dear Customer, your FD of Rs.4111 matures on 07-10-2025.",0,9.16867E+11,bank
TX-CNSKVT,"Jun 18, 2023 04:22:01",1.68706E+12,1,Reminder: Your bill of Rs.3216 is due on 29-09-2025.,0,9.11694E+11,other
TX-HZDAJH,"Apr 15, 2023 08:12:20",1.68155E+12,1,Limited time offer! Get 11% off on all items. Visit www.offer757.com,0,9.15006E+11,spam
TX-YLDPQN,"Dec 31, 2024 05:19:54",1.73562E+12,1,"Hey, are we still meeting at 8pm tomorrow?",0,9.14842E+11,personal
TX-RMPSBV,"Sep 20, 2024 02:53:43",1.7268E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.14944E+11,personal
TX-MOVENO,"Jan 10, 2025 01:07:40",1.73647E+12,1,A/c *8969 Credited with Rs.1667 on 16-09-2025. Avl Bal: Rs.6186.,0,9.1135E+11,bank
JA-JioPay-S,"Jun 7, 2025 14:48:01",1.74929E+12,1,"DAILY DATA USAGE ALERT! 50% of daily data used as on 07-Jun-25 14:48 ! Jio Number : 9391787607  Daily Data quota as per plan : 1.50 GB  For data saving tips, watch this video : http://tiny.jio.com/Savingtips To track your data balance and usage, click http://tiny.jio.com/mobile",1,9.19014E+11,spam
TX-KQMYAK,"Jan 07, 2024 15:44:02",1.70464E+12,1,Can you call me back when you’re free?,0,9.17979E+11,personal
TX-QJXNEX,"Oct 15, 2024 07:43:35",1.72898E+12,1,A/c *5953 has insufficient funds for transaction of Rs.1545.,0,9.1545E+11,bank
VA-FLPKRT,"Apr 24, 2025 20:30:26",1.74551E+12,1,"Flipkart Update: We are constantly working on keeping your account safe and making your shopping experience hassle-free. As a part of this effort, an OTP based password-less login has been enabled that you can use during your next login.",0,9.17012E+11,spam
TX-OJROHV,"May 06, 2024 02:54:32",1.71496E+12,1,Your order #25581 has been shipped. Track here: www.offer217.com,0,9.13312E+11,other
TX-RTWVPM,"Mar 24, 2025 06:49:25",1.7428E+12,1,A/c *4934 Debited for Rs.2682 on 04-10-2025. Avl Bal: Rs.34867.,0,9.14247E+11,bank
JD-CBSSBI-S,"Jun 23, 2025 20:05:22",1.75069E+12,1,"Dear Customer, Request to link mobile no. XXXXX87607 to your SBI CIF no. XXXXX740784 is processed successfully.",0,9.17011E+11,spam
TX-MLDYLP,"Jan 21, 2025 16:10:56",1.73748E+12,1,A/c *8214 Debited for Rs.1590 on 16-09-2025. Avl Bal: Rs.39983.,0,9.11474E+11,bank
AA-AIRTEL-P,"Jul 20, 2025 17:22:52",1.75301E+12,1,Recharge & earn up to Rs150 cashback. Open Airtel Thanks App now. i.airtel.in/4_upto150_cashback,0,9.19831E+11,spam
TX-PUURZI,"Jul 06, 2023 01:24:16",1.68861E+12,1,Don’t forget to bring the notes for class.,0,9.12401E+11,personal
TX-COSTMK,"May 12, 2025 22:53:21",1.74709E+12,1,A/c *7289 Debited for Rs.965 on 08-09-2025. Avl Bal: Rs.29539.,0,9.14852E+11,bank
AD-CBSSBI-S,"Aug 7, 2025 10:38:42",1.75454E+12,1,"Dear Customer, LPG Subsidy of Rs.875.52 has been credited to your A/c No.XXXXX811149 on 07/08/25.-SBI",0,9.19846E+11,bank
Airtel-S,"Jun 29, 2025 09:28:02",1.75117E+12,1,"Recharge of INR 249.00 is successful for your Airtel Mobile on 29-06-2025 09:24, Transaction ID 1320967166.Check your balance, validity, tariff and best recharges on Airtel Thanks App i.airtel.in/SerAIr . Fraud Detection is now live on your Airtel number!",1,9.19845E+11,spam
JA-JIOPAY,"Apr 20, 2025 22:20:10",1.74517E+12,1,"ALERT! 100% of daily data exhausted as on 20-Apr-25 22:10 ! Jio Number : 9391787607  Daily quota as per plan : 1 GB Daily data quota will be restored on : 21-Apr-25 00:14 If you do not have other data plan then your internet speed will now be reduced to 64 Kbps. To explore and recharge with data packs, click : https://www.jio.com/dl/data_pack To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",0,9.19014E+11,spam
TX-USJJCE,"Jun 02, 2023 00:29:45",1.68567E+12,1,Don’t forget to bring the notes for class.,0,9.16946E+11,personal
TX-FONSMC,"Jul 17, 2025 18:42:42",1.75278E+12,1,A/c *1062 Credited with Rs.978 on 28-09-2025. Avl Bal: Rs.37998.,0,9.11636E+11,bank
TX-GDWROK,"Jul 11, 2023 02:01:07",1.68904E+12,1,A/c *1239 Credited with Rs.4584 on 09-09-2025. Avl Bal: Rs.3893.,0,9.12142E+11,bank
TX-CCCDSI,"Jul 08, 2025 22:04:08",1.75201E+12,1,Subscription renewed successfully for Rs.3312. Enjoy services.,0,9.15591E+11,other
JD-620016-P,"Jun 30, 2025 16:34:51",1.75128E+12,1,"Recharge now Jio no 9391787607 with Rs.899 plan with Jio Unlimited Offer of Free JioHotstar Mobile/TV subscription for 90 Days to enjoy Live Cricket. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB extra 4G data, Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",1,9.17011E+11,spam
TX-NQELVP,"May 10, 2023 16:20:48",1.68374E+12,1,Your loan of Rs.1237 is pre-approved. Call +917991411835 today.,0,9.13167E+11,spam
56321,"Jul 4, 2025 22:02:53",1.75165E+12,2,1,1,,other
AA-AIRTEL,"Jun 8, 2025 13:10:06",1.74937E+12,1,"Incoming calls are not working on Airtel No. 6302080493. To restart the services, recharge with Airtel Unlimited Pack i.airtel.in/FDPNew Ignore if recharged",0,9.19831E+11,spam
TX-XFUQIG,"May 11, 2024 08:22:47",1.71542E+12,1,Your loan of Rs.4344 is pre-approved. Call +917238961698 today.,0,9.11562E+11,spam
TX-TNOCQN,"Sep 30, 2023 03:42:43",1.69605E+12,1,Let’s catch up over coffee at park.,0,9.14304E+11,personal
TX-MXBJNJ,"Mar 21, 2025 10:37:46",1.74255E+12,1,Your order #11590 has been shipped. Track here: www.offer150.com,0,9.17171E+11,other
JA-JioPay,"Apr 18, 2025 23:46:33",1.745E+12,1,"Usage Alert! 50% of daily data used as on 18-Apr-25 23:35 ! Jio Number : 9391787607  Daily Data quota as per plan : 1 GB  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",0,9.19014E+11,spam
TX-XNQUIL,"Jun 27, 2024 20:40:44",1.71952E+12,1,Free recharge of Rs.1545. Click www.offer529.com to claim instantly,0,9.17256E+11,spam
TX-RCUTFL,"Apr 21, 2024 17:27:37",1.71372E+12,1,Your OTP for transaction at Paytm is 563408. Valid for 5 mins.,0,9.18843E+11,bank
AA-650001,"Apr 14, 2025 15:49:35",1.74463E+12,1,"Your Airtel pack on 6302XXX493 is about to expire!  Recharge now with Rs249 to stay connected. Get unlimited calls, 1GB data/day & 100 SMS/day, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",0,9.19831E+11,spam
TX-SFGFEE,"Dec 11, 2023 07:02:40",1.70228E+12,1,"Hey, are we still meeting at 5am tomorrow?",0,9.18478E+11,personal
TX-EFJJIE,"Apr 27, 2025 17:30:55",1.74578E+12,1,A/c *7392 Credited with Rs.2560 on 25-09-2025. Avl Bal: Rs.5290.,0,9.15504E+11,bank
TX-FUEKLN,"Jan 07, 2025 06:47:27",1.73623E+12,1,Your loan of Rs.4217 is pre-approved. Call +919318715158 today.,0,9.16778E+11,spam
AA-650002-P,"Jun 28, 2025 12:23:04",1.75109E+12,1,"Alert for 6302XXX493 ! Recharge with Rs299 Airtel pack to get UL calls, 1.5GB data/day, 100 SMS/day & (Aha,SonyLiv,Lionsgate & 20+ OTTs) with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",0,9.1984E+11,spam
TX-TNMNRB,"May 19, 2023 06:58:00",1.68448E+12,1,Your loan of Rs.3003 is pre-approved. Call +919306208490 today.,0,9.14071E+11,spam
TX-AXCEJQ,"Jun 23, 2025 14:14:39",1.75069E+12,1,Win a smartphone! Register at www.offer911.com now,0,9.1343E+11,spam
TX-LCSIMY,"Mar 14, 2023 00:26:24",1.67875E+12,1,A/c *8718 Credited with Rs.1317 on 29-09-2025. Avl Bal: Rs.31556.,0,9.12364E+11,bank
TX-OFANXF,"Jul 29, 2023 06:05:56",1.69061E+12,1,A/c *2496 Debited for Rs.1531 on 16-09-2025. Avl Bal: Rs.34694.,0,9.16843E+11,bank
JX-UNIONB-S,"May 25, 2025 17:48:25",1.74818E+12,1,"A/c *1739 Debited for Rs:20.00 on 25-05-2025 17:48:15 by Mob Bk ref no 514562563794 Avl Bal Rs:534.07.If not you, Call 1800222243 -Union Bank of India",0,9.17019E+11,bank
TX-QBJUET,"May 24, 2025 21:43:39",1.74812E+12,1,A/c *4478 Debited for Rs.4333 on 02-10-2025. Avl Bal: Rs.15245.,0,9.12E+11,bank
TX-CTCIAO,"Dec 14, 2023 07:58:20",1.70254E+12,1,Let’s catch up over coffee at Starbucks.,0,9.19994E+11,personal
TX-WUJYLL,"Jul 25, 2023 04:21:07",1.69026E+12,1,A/c *9806 Credited with Rs.563 on 24-09-2025. Avl Bal: Rs.27802.,0,9.18451E+11,bank
JD-FREOYN-P,"Jul 29, 2025 16:30:46",1.75379E+12,1,"Forecast! Your CREDIT SCORE has won Rs.94,789 at EMI of Rs.2977 for 36 months. No Bank Visit Needed. Apply now a1.Freo.in/XLkrGNl *T&C - Freo",0,9.17011E+11,spam
AA-AIRTEL-P,"Aug 21, 2025 13:12:08",1.75576E+12,1,Smarter recharges start with Rs799 Airtel pack! 1.5GB/day + unlimited calls for 84 days - just Rs267/month. Click i.airtel.in/799_SILN,0,9.19831E+11,spam
TX-ODAZRZ,"Jun 23, 2024 01:45:19",1.71911E+12,1,A/c *8964 Debited for Rs.180 on 01-10-2025. Avl Bal: Rs.41680.,0,9.12543E+11,bank
TX-KFDTIB,"Aug 26, 2024 12:39:07",1.72468E+12,1,Your loan of Rs.923 is pre-approved. Call +918582900504 today.,0,9.13992E+11,spam
TX-YQHVFZ,"Jun 05, 2025 06:01:39",1.7491E+12,1,Your order #95155 has been shipped. Track here: www.offer656.com,0,9.17832E+11,other
TX-YKHOXI,"Sep 12, 2024 09:53:52",1.72613E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.19771E+11,personal
TX-UPOVXI,"Mar 01, 2025 18:04:27",1.74085E+12,1,Your loan of Rs.2187 is pre-approved. Call +918392670565 today.,0,9.13882E+11,spam
TX-GRKCHG,"Apr 17, 2024 16:27:30",1.71337E+12,1,Subscription renewed successfully for Rs.344. Enjoy services.,0,9.1654E+11,other
TX-ADRTSC,"Jan 11, 2023 12:45:17",1.67344E+12,1,A/c *3733 Credited with Rs.3618 on 13-09-2025. Avl Bal: Rs.27007.,0,9.18469E+11,bank
Airtel-S,"Jul 13, 2025 14:58:19",1.7524E+12,1,"Recharge of INR 22.00 is successful for your Airtel Mobile on 13-07-2025 14:58, Transaction ID 1665628999.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Would you like to refer Airtel Prepaid to your friends & family and save Rs100 on your next recharge? Click i.airtel.in/ref",1,9.1981E+11,other
TX-LXJOXT,"May 19, 2023 08:26:33",1.68448E+12,1,A/c *8746 has insufficient funds for transaction of Rs.1609.,0,9.18383E+11,bank
TX-YRGKHE,"Jan 26, 2024 09:32:15",1.70626E+12,1,Subscription renewed successfully for Rs.2643. Enjoy services.,0,9.18741E+11,other
TX-MPPAMS,"Nov 16, 2023 10:19:45",1.70013E+12,1,"Dear Customer, your FD of Rs.354 matures on 21-09-2025.",0,9.10453E+11,bank
TX-WKHPNT,"Jan 07, 2023 02:00:10",1.67306E+12,1,Free recharge of Rs.1655. Click www.offer299.com to claim instantly,0,9.10844E+11,spam
TX-OZKZAZ,"Dec 16, 2024 07:30:21",1.73433E+12,1,Your courier with tracking ID TRK315399 will be delivered today.,0,9.17655E+11,other
TX-LVSDCO,"Apr 18, 2024 22:39:07",1.71348E+12,1,Recharge successful for Rs.548. Validity: 256 days.,0,9.13807E+11,other
TX-IWFWOC,"Jul 26, 2023 22:58:39",1.69041E+12,1,Free recharge of Rs.3077. Click www.offer721.com to claim instantly,0,9.11215E+11,spam
TX-OARIWS,"Apr 13, 2024 00:21:30",1.71297E+12,1,Free recharge of Rs.3875. Click www.offer160.com to claim instantly,0,9.18096E+11,spam
TX-BUYDYN,"Oct 02, 2024 16:39:45",1.72789E+12,1,Limited time offer! Get 45% off on all items. Visit www.offer414.com,0,9.10762E+11,spam
TX-PSPJHH,"Apr 01, 2024 05:40:34",1.71195E+12,1,Can you call me back when you’re free?,0,9.12882E+11,personal
AA-650001-P,"Jun 6, 2025 13:10:01",1.7492E+12,1,"REMINDER: Airtel unlimited pack has expired on 6302XXX493 . Recharge now with Rs249 to get unlimited calls, 1GB data/day & 100 SMS/day, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",1,9.1984E+11,spam
TX-GIXABL,"Feb 28, 2025 13:51:25",1.74075E+12,1,Your loan of Rs.3782 is pre-approved. Call +917410339879 today.,0,9.18369E+11,spam
TX-XSEFBW,"Apr 04, 2025 22:47:17",1.74381E+12,1,Your OTP for transaction at Flipkart is 767800. Valid for 5 mins.,0,9.17985E+11,bank
TX-BABELD,"Sep 29, 2024 04:19:45",1.72758E+12,1,"Dear Customer, your FD of Rs.1603 matures on 08-09-2025.",0,9.199E+11,bank
JA-JioPay-S,"Jun 24, 2025 21:55:00",1.75078E+12,1,"DAILY DATA USAGE ALERT! 50% of daily data used as on 24-Jun-25 21:55 ! Jio Number : 9391787607  Daily Data quota as per plan : 1.50 GB  For data saving tips, watch this video : http://tiny.jio.com/Savingtips To track your data balance and usage, click http://tiny.jio.com/mobile",0,9.19014E+11,spam
JD-CBSSBI,"Apr 19, 2025 13:00:00",1.74505E+12,1,"Your A/C XXXXX811149 Credited INR 1,20,000.00 on 19/04/25 -Deposit by transfer from Mrs. MAILALAKSHMI. Avl Bal INR 1,21,627.50-SBI",1,9.17011E+11,bank
TX-QJASWU,"Jan 11, 2023 20:43:14",1.67347E+12,1,Subscription renewed successfully for Rs.3607. Enjoy services.,0,9.10072E+11,other
TX-SPTCZX,"Aug 07, 2025 01:19:07",1.75453E+12,1,Congratulations! You have won a lottery of Rs.570. Claim now at www.offer699.com,0,9.14335E+11,spam
JX-UNIONB-S,"Aug 13, 2025 19:48:20",1.75509E+12,1,"A/c *1739 Debited for Rs:29.00 on 13-08-2025 19:12:36 by Mob Bk ref no 522519126822 Avl Bal Rs:5.34.If not you, Call 1800222243 -Union Bank of India",0,9.17019E+11,bank
TX-FPGCXY,"Aug 23, 2025 10:59:29",1.75595E+12,1,Congratulations! You have won a lottery of Rs.4309. Claim now at www.offer752.com,0,9.10613E+11,spam
TX-LTNYSJ,"Jan 11, 2024 10:05:13",1.70497E+12,1,"Hey, are we still meeting at 6am tomorrow?",0,9.16458E+11,personal
TX-KKPUCF,"Jan 08, 2023 00:20:21",1.67314E+12,1,Your loan of Rs.3626 is pre-approved. Call +919280340255 today.,0,9.18937E+11,spam
TX-RMTXGE,"Nov 19, 2023 01:07:17",1.70036E+12,1,Congratulations! You have won a lottery of Rs.2912. Claim now at www.offer643.com,0,9.14337E+11,spam
TX-HXWEOP,"Feb 05, 2024 21:02:57",1.70717E+12,1,"Dear Customer, your FD of Rs.1832 matures on 29-09-2025.",0,9.14193E+11,bank
TX-LCAJIH,"Jan 19, 2024 03:01:15",1.70563E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.18126E+11,personal
TX-UGTGNS,"Apr 03, 2024 15:56:13",1.71216E+12,1,Don’t forget to bring the notes for class.,0,9.13774E+11,personal
JK-UNIONB,"Apr 29, 2025 05:48:26",1.74589E+12,1,A/c *1739 Credited for Rs:20.00 on 29-04-2025 05:48:20 by Mob Bk ref no 511949622711 Avl Bal Rs:777.97.Never Share OTP/PIN/CVV-Union Bank of India,0,9.17003E+11,bank
TX-FKDEAN,"Aug 09, 2024 22:27:29",1.72324E+12,1,A/c *2378 has insufficient funds for transaction of Rs.323.,0,9.17913E+11,bank
TX-INXIEQ,"Feb 26, 2024 14:34:10",1.70896E+12,1,Free recharge of Rs.945. Click www.offer746.com to claim instantly,0,9.16544E+11,spam
TX-FULHQA,"Nov 09, 2023 02:27:41",1.6995E+12,1,"Hey, are we still meeting at 5am tomorrow?",0,9.14156E+11,personal
AA-650003,"Apr 13, 2025 12:24:34",1.74453E+12,1,"Your Airtel pack on 6302XXX493 is about to expire! Recharge now with Rs349 & get UL calls, 2GB data/day, 23+ OTTs with Airtel Xstream Play & UL 5G available for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",0,9.19831E+11,spam
TX-SUERBL,"Apr 10, 2025 15:14:59",1.7443E+12,1,Reminder: Your bill of Rs.4733 is due on 02-10-2025.,0,9.11734E+11,other
AA-650002-P,"Jul 25, 2025 10:26:19",1.75342E+12,1,"Your Airtel pack on 6302XXX493 is about to expire! Recharge now with Rs299 to get UL calls, 1.5GB/day, 100 SMS/day & 23+ OTTs with Airtel Xstream Play?for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",0,9.19831E+11,spam
TX-CBVLLR,"May 06, 2024 04:36:06",1.71497E+12,1,A/c *9865 Credited with Rs.192 on 30-09-2025. Avl Bal: Rs.16513.,0,9.14397E+11,bank
TX-WNJMQD,"Dec 31, 2024 03:16:26",1.73561E+12,1,Don’t forget to bring the notes for class.,0,9.11818E+11,personal
TX-QOVAIY,"Aug 12, 2024 05:21:31",1.72344E+12,1,Win a smartphone! Register at www.offer618.com now,0,9.10203E+11,spam
TX-SKWLCD,"Jul 26, 2025 20:10:32",1.75356E+12,1,Congratulations! You have won a lottery of Rs.2349. Claim now at www.offer656.com,0,9.14616E+11,spam
TX-DEDHRU,"Mar 06, 2025 20:54:53",1.74129E+12,1,Congratulations! You have won a lottery of Rs.1879. Claim now at www.offer884.com,0,9.16766E+11,spam
